ID,Topic
1378,"Affairs, Department of"
1379,"Air Force, Department of"
1380,"Alabama, disaster assistance"
1381,"Andorra, U.S. Ambassador"
1382,"Angola, U.S. Ambassador"
1383,"Anthem, Inc"
1384,Arab Islamic American Summit
1385,Asia Pacific Economic Cooperation (APEC)
1386,Associated Press
1387,"Attorneys General, National Association of"
1388,Counterterrorism efforts
1389,Recovery and Reinvestment Act of 2009
1390,San Juan Islands National Monument
1391,Father's Day
1392,"Idaho, Governor"
1393,Intelligence Authorization Act for Fiscal Year 2012
1394,Trade Preferences Extension Act of 2015
1395,"Ortiz, David A. ""Big Papi"""
1396,"Cyprus, Ambassador to U.S"
1397,"Georgia, Ambassador to U.S"
1398,"Hungary, Ambassador to U.S"
1399,"Sweden, Ambassador to U.S"
1400,"Executive Order 13639, amendment"
1401,Tom Lantos Block Burmese Junta's Anti-Democratic Efforts Act of 2008
1402,"Executive Order 13223, amendment"
1403,Thanksgiving Day
1404,"Administrative Conference of the United States, Council of the"
1405,"Air Force, National Commission on the Structure of the"
1406,"Albania, U.S. Ambassador"
1407,American Taxpayer Relief Act of 2012
1408,"Arab-Israeli conflict, peace process"
1409,"Austria, U.S. Ambassador"
1410,Belize
1411,"Bosnia and Herzegovina, U.S. Ambassador"
1412,Burkina Faso
1413,Camaroon
1414,"Cancer Panel, President's"
1415,"Cape Verde, Prime Minister"
1416,Central American Integration System (SICA)
1417,"Civil Aviation Organization, Council of the International"
1418,"Civil Rights, U.S. Commission on"
1419,CNN
1420,"Colombia, U.S. Ambassador"
1421,Community Development
1422,"Nuclear Regulatory Commission, U.S"
1423,Trinidad and Tobago
1424,"North Africa, political unrest and violence"
1425,"Library of Congress, Gershwin Prize for Popular Song"
1426,"Public Broadcasting, Corporation for"
1427,Bangladesh
1428,Haitian Flag Day
1429,Government
1430,"Energy, alternative and renewable sources and technologies"
1431,continuation of national emergency
1432,"Steelworkers of America, United"
1433,"Americans With Disabilities Act, anniversary"
1434,"Hunting and Fishing Day, National"
1435,ABC News
1436,"ABC, ""Good Morning America"""
1437,"ABC, ""Nightline"""
1438,Abu Dhabi
1439,"Accountability and Transparency Board, Government"
1440,"Administrative Conference of the U.S., Advisory Council of the"
1441,Afghan military and security forces
1442,"Agricultural Mortgage Corporation, Federal"
1443,Antigua and Barbuda
1444,Architectural and Transportation Barriers Compliance Board
1445,Barbados
1446,Barry Goldwater Scholarship and Excellence in Education Foundation
1447,"Battle Monuments Commission, American"
1448,BBC
1449,"Black, Charles"
1450,"Blind or Severely Disabled, Committee for Purchase From People Who Are"
1451,Boys &amp; Girls Clubs of America
1452,"Building Sciences, National Institute of"
1453,"Canada Permanent Joint Board on Defense, U.S. and"
1454,Canadian River Commission
1455,Cape Verde
1456,"Capital Planning Commission, National"
1457,"CBS, ""Sunday Morning"" program"
1458,"China, Congressional-Executive Commission on"
1459,Christopher Columbus Fellowship Foundation
1460,"CNN, ""The Situation Room with Wolf Blitzer"""
1461,Commonwealth of Dominica
1462,"Consumer Cooperative Bank, National"
1463,"Credit Union Administration Board, National"
1464,"Daley, William M"
1465,"Democratic Governors, meeting with President"
1466,"Drug Control Policy, Office of National"
1467,"Educational Excellence for Hispanics, President's Advisory Commission"
1468,"Educational Excellence for Hispanics, President's Advisory Commission on"
1469,"Election Assistance Commission, U.S"
1470,"Energy, Department of the"
1471,"Eubank, Richard L"
1472,"Evangelicals, National Association of"
1473,Export-Import Bank of the United States
1474,"Farm Broadcasting, National Association of"
1475,Fiji Islands
1476,"Fine Arts, Commission of"
1477,"Fine Arts, U.S. Commission of"
1478,"Fish Stocks in the Western and Central Pacific Ocean, Commission for the Conservation and Management of Highly Migratory"
1479,FOX News
1480,"Gates, Robert M"
1481,Grenada
1482,Gridiron Club
1483,Guinea-Bissau
1484,Gulf Coast Ecosystem Restoration Task Force
1485,Guyana
1486,Harry S. Truman Scholarship Foundation
1487,"Highly Migratory Fish Stocks in the Western and Central Pacific Ocean, Commission for the Conservation and Management of"
1488,Hispanic Policy Conference
1489,"Historic Preservation, Advisory Council on"
1490,"Humanities, National Council on the"
1491,Indian Law and Order Commission
1492,"Infrastructure Advisory Commission, National"
1493,"Institute of Building Sciences, National"
1494,Intel Science Talent Search
1495,"Intellectual Disabilities, President's Committee for People with"
1496,Inter-American Foundation
1497,James Madison Memorial Fellowship Foundation
1498,"Jobs and Competitiveness, President's Council on"
1499,"Juvenile Justice and Delinquency Prevention, Coordinating Council on"
1500,"Kuntz, William F., II"
1501,"Library of Congress, American Folklife Center"
1502,"Lundquist, Sara"
1503,Malawai
1504,Malta
1505,"Maritime Commission, Federal"
1506,"Marshal Service, U.S"
1507,"Marshals Service, U.S"
1508,Mauritius
1509,"Mayors, United States Conference of"
1510,"Medal of Science, President's Committee on the National"
1511,Medal of Valor Review Board
1512,Merit Systems Protection Board
1513,Mickey Leland National Urban Air Toxics Research Committee
1514,Mississippi River Commission
1515,"Montana, disaster assistance"
1516,"National Medal of Science, President's Commission on the"
1517,"National Medal of Science, President's Committee on the"
1518,National Policy Alliance
1519,Nauru
1520,"NBC, ""The Tonight Show"""
1521,"NBC, ""Today"" show"
1522,"Oliver Wendell Holmes Devise, Permanent Committee for the"
1523,Oman
1524,Palestinian Authority
1525,Paraguay
1526,"Peace, U.S. Institute of"
1527,Philadelphia
1528,Postal Regulatory Commission
1529,"Preservation of America's Heritage Abroad, U.S. Commission for"
1530,"Preservation of America’s Heritage Abroad, Commission for the"
1531,"Presidential Scholars, Commission on"
1532,"Public Diplomacy, U.S. Advisory Commission on"
1533,"Railroad Passenger Corporation, National (Amtrak)"
1534,Railroad Retirement Board
1535,"Religious Freedom, U.S. Commission on International"
1536,"Retirement Thrift Investment Board, Federal"
1537,Rio Grande Compact Commission
1538,Saint Lawrence Seaway Development Corporation
1539,"Science Board, National"
1540,Securities and Exchange Commission
1541,Securities Industry Investor Corporation
1542,Securities Investor Protection Corporation
1543,"Security and Cooperation in Europe, Commission on"
1544,"Security Education Board, National"
1545,"Selective Service Appeal Board, National"
1546,Seychelles
1547,Slovenia
1548,"Smithsonian Institution, John F. Kennedy Center for the Performing Arts"
1549,Social Security Advisory Board
1550,St. Kitts and Nevis
1551,St. Lucia
1552,St. Vincent and the Grenadines
1553,Standard &amp; Poor
1554,State
1555,State Justice Institute
1556,"State Legislators, National Conference of"
1557,Summit of the Americas
1558,Technology CEO Council
1559,Tennessee Valley Authority
1560,Togo
1561,"Trade Policy and Negotiations, Advisory Committee on"
1562,"Trade Policy Negotiations, Advisory Committee for"
1563,"Transportation Safety Board, National"
1564,Turkmenistan
1565,Tuvalu
1566,"United Service Organizations, Inc"
1567,Utah Reclamation Mitigation and Conservation Commission
1568,Valles Caldera Trust
1569,Vietnam Education Foundation
1570,Westwood One Sports
1571,White House American Latino Heritage Forum
1572,Women's Online Summit
1573,Young Elected Officials Network
1574,YouTube.com
1575,"Côte d'Ivoire, President"
1576,"Ethiopia, Prime Minister"
1577,"Ghana, President"
1578,"Guinea, President"
1579,"Namibia, President"
1580,"Nigeria, President"
1581,"Senegal, President"
1582,"South Africa, President"
1583,"AT&amp;T, proposed merger with Time Warner Inc"
1584,Boeing Company
1585,"College reporters, White House visit"
1586,"Equal Pay Day, National"
1587,Young Southeast Asian Leaders Initiative (YSEAKI)
1588,Statements by President
1589,Human Trafficking
1590,"""Entertainment Tonight"" program"
1591,"African Americans, President's Advisory Commission on Educational Excellence for"
1592,"American Urban Radio Networks, ""The White House Report"""
1593,Amtrak
1594,Amtrak (National Railroad Passenger Corporation)
1595,Arc organization
1596,"Armed Forces,"
1597,National Archives and Records Administration
1598,"Department of State Authorities Act, Fiscal Year 2017"
1599,Juneteenth
1600,"Korean War Veterans Armistice Day, National"
1601,"Health Insurance Exchange, proposed"
1602,"Algeria, French citizen killed in Kabylia"
1603,Organizing for America
1604,"Flood Risk Management Standard, Federal, establishment"
1605,Dominical Republic
1606,"Qadhafi, Muammar Abu Minyar al-"
1607,"Indonesia, President"
1608,"Sikhism, anniversary of founder's birth"
1609,"Zimbabwe, U.S. national emergency, continuation"
1610,"Commerce, Department of, Secretary"
1611,"Legal Services Corporation, 35th anniversary"
1612,"Fourth World Conference on Women, 20th anniversary"
1613,"""Hoops for Troops"" initiative"
1614,"""Legislation, enacted"
1615,"/""Weather From the White House/"" program"
1616,"Alaska, disaster assistance"
1617,"Alaska, President's visit"
1618,"Algeria, U.S. Ambassador"
1619,"America's Heritage Abroad, U.S. Commission for the Preservation of"
1620,American Indians and Native Alaskans
1621,American Legion Boys and Girls State
1622,"American Public Media, ""Marketplace Morning Report"" program"
1623,"American States, Organization of"
1624,Arkansas River Compact Administration
1625,"Armenia, Ambassador to U.S"
1626,"Armenia, U.S. Ambassador"
1627,"Arts, Commission of Fine"
1628,"Asian Americans and Pacific Islanders, business and faith leaders, meeting with President"
1629,"Azerbaijan, U.S. Ambassador"
1630,"Bahamas, U.S. Ambassador"
1631,"Bahrain, U.S. Ambassador"
1632,"Bangladesh, Ambassador to U.S"
1633,"Bangladesh, U.S. Ambassador"
1634,Bear River Commission
1635,Belgium Flanders Field American Cemetery and Memorial in Waregem
1636,"Belgium, Ambassador to U.S"
1637,BET News
1638,"Border Health Commission, U.S.-Mexico"
1639,"Botswana, U.S. Ambassador"
1640,"Boundary Commission, U.S. and Canada, International"
1641,"Broadcom Math, Applied Science, Technology and Engineering Rising Stars (MASTERS) competition"
1642,"Brunei, U.S. Ambassador"
1643,"Congo, Democratic Republic of the, U.S. military detachment"
1644,"Defense Authorization Act for Fiscal Year 2010, National, delegation of certain functions"
1645,El Savador
1646,National Association of Latino Elected and Appointed Officials
1647,Zambia
1648,"North Carolina, Governor"
1649,"Cabinet Members, meetings with President"
1650,"American Progress, Center for"
1651,Pennsylvania State University in University Park
1652,Small business
1653,Mexico Economic growth and development
1654,"Physical Fitness and Sports Month, National"
1655,Tax Taxation
1656,Kwanzaa
1657,Toner Prize for Excellence in Political Reporting
1658,"Japan, Prime Minister"
1659,"Medal of Honor Day, National"
1660,Climate change
1661,"Maritime Day, National"
1662,North American Aerospace Defense Command (NORAD)
1663,Small businesses
1664,"Public Lands Day, National"
1665,"Conservation Voters, League of"
1666,Statements by The President
1667,Foreign Assistance Act of 1961
1668,"Public Lands Management Recognition Day, National"
1669,Operation Free energy awareness program
1670,National energy policy
1671,Military Orders
1672,"African Development Foundation, U.S"
1673,Al Arabiya Television
1674,Alaska Natural Gas Transportation Projects
1675,Andorra
1676,"Aviation Administration, Federal"
1677,"Bahamas, The"
1678,Bloomberg News
1679,Cable News Network
1680,Cable News Network (CNN)
1681,CBS News
1682,"CBS, ""60 Minutes"" program"
1683,Children's Miracle Network
1684,"Commerce, Department of the"
1685,"Commodity Futures Trading Commission, U.S"
1686,"Consumer Product Safety Commission, U.S"
1687,Defense Nuclear Facilities Safety Board
1688,"Defense, Department of Secretary"
1689,"Economic Co-operation and Development, Organisation for (OECD)"
1690,"Election Commission, Federal"
1691,"Energy Agency, International"
1692,Enivronment
1693,Entertainment and Sports Programming Network (ESPN)
1694,Equatorial Guinea
1695,"Europe, Organization for Security and Co-operation in"
1696,Farm Credit Administration
1697,Federation Internationale de Football Association
1698,FOX News Channel
1699,FOX News television
1700,"General Services Administration, U.S"
1701,"Geological Survey, U.S"
1702,Group of Eight (G-8) nations
1703,Habitat for Humanity International
1704,Halloween
1705,"Health and Human Servces, Department of"
1706,Helen Keller National Center
1707,"Labor Relations Authority, Federal"
1708,Legal Services Corporation
1709,"Legion, American"
1710,Lichtenstein
1711,Make-A-Wish Foundation
1712,"Merit Systems Protection Board, U.S"
1713,Mozambique
1714,NBC News
1715,New Year's holiday
1716,Newsweek magazine
1717,Northern Border Regional Commission
1718,Occupational Safety and Health Review Commission
1719,Papua New Guinea
1720,"PBS, ""PBS NewsHour"" program"
1721,"PBS, ""The NewsHour with Jim Lehrer"" program"
1722,"Potential natural disasters, preparedness efforts"
1723,Roman Catholic Church
1724,San Marino
1725,Selective Service System
1726,"Sentencing Commission, U.S"
1727,Solomon Islands
1728,Southern States Energy Board
1729,"Steve Harvey Morning Show, The"
1730,Suriname
1731,Swaziland
1732,Tajikistan
1733,"Civil Engineers, American Society of"
1734,Consumer Financial Protection Agency
1735,"Academy of Engineering, National"
1736,"Medicine, Institute of"
1737,"Coral Sea, Battle of the, 75th anniversary"
1738,World Refugee Day
1739,"Pacific Remote Islands Marine National Monument, expansion"
1740,Gold Star Mother's and Families' Day
1741,"Economy, national Recession, effects"
1742,"Sessions, Pete"
1743,"Water quality, improvement efforts"
1744,"Renewal and Reconciliation, National Day of"
1745,"Environmental Policy Act, National, 40th anniversary"
1746,"Tennessee, former U.S. Senator, death"
1747,"Association of Chiefs of Police, International"
1748,H
1749,"Financial Capability for Young Americans, President's Advisory Council on"
1750,@
1751,"""Russ Parr Morning Show, The"""
1752,"""Tom Joyner Morning Show, The"""
1753,"""Warren Ballentine Show, The"""
1754,"ABC News, ""World News with Diane Sawyer"""
1755,"African American journalists and bloggers, meeting with President"
1756,Angola
1757,"Appeals, Special Panel on"
1758,Architectural and Transportation Barriers Compliance Board (U.S. Access Board)
1759,"Arctic Research Commission, U.S"
1760,Armed Services YMCA
1761,"Arts and the Humanities, National Foundation on the"
1762,"Bioethical Issues, Presidential Commission for the Study of"
1763,"Boundary and Water Commission (United States and Mexico), International"
1764,"Broadcasting Bureau, International"
1765,"Cable News Network, ""Larry King Live"""
1766,"Cameron, David"
1767,Cameroon
1768,"Capitol, U.S., Architect of the"
1769,Cesar Chavez Day
1770,"Chemical Safety and Hazard Investigation Board, U.S"
1771,"Chemical Weapons, Organisation for the Prohibition of"
1772,Comedy Central
1773,"Community Solutions, White House Council"
1774,"Congo, Republic of the"
1775,Delta Regional Authority
1776,"Economic Report of the President, 2010"
1777,Egpyt
1778,"Environmental Cooperation, Commission for"
1779,"Equal Employment Opportunity Commission, U.S"
1780,"Financial Capability, President's Advisory Council on"
1781,"Fowler, James T"
1782,"Gambia, The"
1783,"Government Accountability Office, U.S"
1784,Government Printing Office
1785,"Indian Education, National Advisory Council on"
1786,"Indian Gaming Commission, National"
1787,"Islamic Conference, Organisation of the"
1788,It Gets Better Project
1789,"Judges Association, Federal"
1790,Krygyzstan
1791,Lesotho
1792,Lunar New Year
1793,March of Dimes
1794,Marine Mammal Commission
1795,Mauritania
1796,Montenegro
1797,"Museum and Library Sciences Board, National"
1798,"Museum and Library Services, Institute of"
1799,Namibia
1800,NBC Nightly News
1801,"Netherlands, The"
1802,Network for Teaching Entrepreneurship
1803,Palau
1804,"Printing Office, U.S. Government"
1805,Privacy and Civil Rights Oversight Board
1806,Recovery Independent Advisory Panel
1807,"Rodriguez, Leon"
1808,"Salary Council, Federal"
1809,"Security Telecommunications Advisory Committee, President's National"
1810,"Tax Court, U.S"
1811,Turner Network Television (TNT)
1812,"White House Fellowships, President's Commission on"
1813,"White House, Committee for the Preservation of the"
1814,"Women's  Business Council, National"
1815,"Basketball Association, National"
1816,"Hurricane Preparedness Week, National"
1817,School improvement and renovation
1818,British Broadcasting Corporation
1819,Family Day
1820,Appointments and Nomminations
1821,Bosnia and Herzegovina National Day
1822,Administrative Orders
1823,"Fatherhood and Mentoring Initiative, President's"
1824,Father’s Day
1825,"Treasury, Secretary of the"
1826,"Countering Violent Extremism, White House Summit on"
1827,"Indonesia, relations with U.S"
1828,"Vietnam, relations with U.S"
1829,Holocaust Days of Remembrance
1830,Same-sex domestic partnerships
1831,Eid al-Adha
1832,Hajj
1833,"Veterans Small Business Development, Interagency Task Force on"
1834,Mail
1835,"Korean War Armistice Day, National, 56"
1836,"Power Africa Working Group, President's"
1837,Defense Department of
1838,"Management and Budget , Office of"
1839,Health Care and Reconciliation Act of 2010
1840,Nuclear Non-Proliferation Treaty Review Conference
1841,"Renewable Energy Agency, International"
1842,World AIDS Day
1843,"""Every Kid in a Park"" initiative, White House"
1844,"""Love and R&amp;B With John Monds"" program"
1845,"""Tom Joyner Morning Show"""
1846,"""Willie Moore Jr. Show"""
1847,"Andorra, Ambassador to U.S"
1848,"Arkansas, disaster assistance"
1849,"Arts, National Council of the"
1850,"Association of Registered Agents and Brokers, National"
1851,BBC News
1852,"Belgium, arrest of Salah Abdeslam in Brussels"
1853,"Benin, President-elect"
1854,Bethune-Cookman University Concert Chorale
1855,Bloomberg Businessweek
1856,"Bulgaria, Ambassador to U.S"
1857,"Burkina Faso, U.S. Ambassador"
1858,"Burundi, U.S. Ambassador"
1859,BuzzFeed
1860,BuzzFeed News
1861,"Cabo Verde, President"
1862,President George W. Bush and President Vladimir V. Putin
1863,"Federal Contracting Opportunities for Small Businesses, Interagency Task Force on"
1864,"Native American Affairs, White House Council on"
1865,"Defense Authorization Act for Fiscal Year 1999, National, delegation of certifications"
1866,Freedom of Information Act
1867,"Alabama, former U.S. Senator, death"
1868,"Census Day, 2010"
1869,Philippinese
1870,"Foster Care Month, National"
1871,World Malaria Day
1872,White House Health Kids &amp; Safe Sports Summit
1873,"Samoa, American, earthquake and tsunami, damage and recovery efforts"
1874,Alternative and renewable sources and technologies
1875,"Engineering, National Academy of"
1876,"Trade Representative, U.S. """
1877,"Samoa, American, disaster assistance"
1878,"Armed Services, U.S"
1879,"PBS, ""Country Music"
1880,Thanksgiving
1881,Volunteerism
1882,"State legislators, meeting with President"
1883,LinkedIn
1884,"AFL-CIO, National Legislative Conference of the Building and Construction Trades Department"
1885,"Individuals with Disabilities Education Act, 35th anniversary"
1886,Holidays and Special Observances
1887,Elections 2010 Congressional elections
1888,"Breast Cancer Awareness Month, National"
1889,"Guantanamo Bay, U.S. Naval Base, closure of detention facilities"
1890,Christmas
1891,"Arab States of the Gulf, Cooperation Council for the (GCC)"
1892,"Defense Authorization Act for Fiscal Year 2010, National"
1893,"Research Council, National"
1894,Minnesota Democratic Party events
1895,Workers Memorial Day
1896,My Brother's Keeper Task Force
1897,"Small Business Association, National"
1898,Health and medical care Medicare and Medicaid
1899,"Defense Authorization Act for Fiscal Year 2008, National, delegation of certain authority"
1900,"Work and Family Month, National"
1901,"CVS Caremark Corp., decision not to sell tobacco products"
1902,"Asian Americans and Pacific Islanders, White House Initiative on"
1903,Asian Americans and Pacific Islanders
1904,White House Task Force on New Americans
1905,Security cooperation with U.S
1906,"Economy , national"
1907,"Jerusalem Embassy Act of 1995, suspension of limitation"
1908,BBC World News
1909,"Sierra Leone, President"
1910,"Young African Leaders Initiative, White House"
1911,"Atrocities Prevention Board, Interagency"
1912,Homeland Security Council
1913,Helsinki Human Rights Day
1914,"Seychelles, Generalized System of Preferences (GSP) program, U.S. termination of designation as beneficiary country"
1915,"Uruguay, Generalized System of Preferences (GSP) program, U.S. termination of designation as beneficiary country"
1916,"Venezuela, Generalized System of Preferences (GSP) program, U.S. termination of designation as beneficiary country"
1917,Gibraltar
1918,Turks and Caicos Islands
1919,Iran Blocking property of certain persons
1920,"Iowa, President's visit"
1921,Jordon
1922,Transatlantic Economic Council (TEC)
1923,""" Homeland Security, Department of"
1924,"Red Cross, American "
1925,"Academic calendar, proposed reforms"
1926,"Geithner, Carole"
1927,Congo
1928,"Letters, Messages"
1929,"""Don't ask, don't tell"" policy, repeal"
1930,Domestic Policy Council
1931,National Voter Registration Month
1932,National Charter Schools Week
1933,"Labor-Management Forums, revocation of Executive Order 13522 creating"
1934,"Farm Bureau Federation, American"
1935,Promise Zones initiative
1936,Trans-Pacific Partnership Agreement
1937,"Girls and Women in Sports Day, National"
1938,"Azerbaijan, nuclear security, strengthening efforts"
1939,"Financial Literacy Month, National"
1940,Government data and public information
1941,"Democracies, Community of, 10th anniversary"
